700M,,,,,1KM,,,,,2KM,,,,
검색어 :  문구점 개수 :  2,,,  2,  2,검색어 :  문구점 개수 :  12,,, 12, 12,검색어 :  문구점 개수 :  33,,, 33, 33
==========[ 세탁소 ] ==========,,,===,===,==========[ 세탁소 ] ==========,,,===,===,==========[ 세탁소 ] ==========,,,===,===
검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  48,,, 48, 48
검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  13,,, 13, 13
검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  1,,,  1,  1
검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  8,,,  8,  8
검색어 :  세탁소 개수 :  12,,, 12, 12,검색어 :  세탁소 개수 :  23,,, 23, 23,검색어 :  세탁소 개수 :  42,,, 42, 42
검색어 :  세탁소 개수 :  3,,,  3,  3,검색어 :  세탁소 개수 :  7,,,  7,  7,검색어 :  세탁소 개수 :  25,,, 25, 25
검색어 :  세탁소 개수 :  2,,,  2,  2,검색어 :  세탁소 개수 :  17,,, 17, 17,검색어 :  세탁소 개수 :  65,,, 65, 65
검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  8,,,  8,  8
검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  0,,,  0,  0,검색어 :  세탁소 개수 :  1,,,  1,  1
검색어 :  세탁소 개수 :  3,,,  3,  3,검색어 :  세탁소 개수 :  9,,,  9,  9,검색어 :  세탁소 개수 :  44,,, 44, 44
==========[ 체육시설 ] ==========,,,===,===,==========[ 체육시설 ] ==========,,,===,===,==========[ 체육시설 ] ==========,,,===,===
검색어 :  체육시설 개수 :  1,,,  1,  1,검색어 :  체육시설 개수 :  1,,,  1,  1,검색어 :  체육시설 개수 :  35,,, 35, 35
검색어 :  체육시설 개수 :  4,,,  4,  4,검색어 :  체육시설 개수 :  6,,,  6,  6,검색어 :  체육시설 개수 :  38,,, 38, 38
검색어 :  체육시설 개수 :  2,,,  2,  2,검색어 :  체육시설 개수 :  2,,,  2,  2,검색어 :  체육시설 개수 :  4,,,  4,  4
검색어 :  체육시설 개수 :  1,,,  1,  1,검색어 :  체육시설 개수 :  1,,,  1,  1,검색어 :  체육시설 개수 :  10,,, 10, 10
검색어 :  체육시설 개수 :  26,,, 26, 26,검색어 :  체육시설 개수 :  31,,, 31, 31,검색어 :  체육시설 개수 :  54,,, 54, 54
검색어 :  체육시설 개수 :  1,,,  1,  1,검색어 :  체육시설 개수 :  1,,,  1,  1,검색어 :  체육시설 개수 :  27,,, 27, 27
검색어 :  체육시설 개수 :  3,,,  3,  3,검색어 :  체육시설 개수 :  7,,,  7,  7,검색어 :  체육시설 개수 :  36,,, 36, 36
검색어 :  체육시설 개수 :  1,,,  1,  1,검색어 :  체육시설 개수 :  1,,,  1,  1,검색어 :  체육시설 개수 :  10,,, 10, 10
검색어 :  체육시설 개수 :  0,,,  0,  0,검색어 :  체육시설 개수 :  1,,,  1,  1,검색어 :  체육시설 개수 :  5,,,  5,  5
검색어 :  체육시설 개수 :  10,,, 10, 10,검색어 :  체육시설 개수 :  15,,, 15, 15,검색어 :  체육시설 개수 :  45,,, 45, 45
==========[ 도서관 ] ==========,,,===,===,==========[ 도서관 ] ==========,,,===,===,==========[ 도서관 ] ==========,,,===,===
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  10,,, 10, 10
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  2,,,  2,  2,검색어 :  도서관 개수 :  8,,,  8,  8
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  5,,,  5,  5
검색어 :  도서관 개수 :  3,,,  3,  3,검색어 :  도서관 개수 :  8,,,  8,  8,검색어 :  도서관 개수 :  20,,, 20, 20
검색어 :  도서관 개수 :  5,,,  5,  5,검색어 :  도서관 개수 :  9,,,  9,  9,검색어 :  도서관 개수 :  28,,, 28, 28
검색어 :  도서관 개수 :  1,,,  1,  1,검색어 :  도서관 개수 :  7,,,  7,  7,검색어 :  도서관 개수 :  33,,, 33, 33
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  5,,,  5,  5
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  2,,,  2,  2
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  2,,,  2,  2,검색어 :  도서관 개수 :  20,,, 20, 20
==========[ 보건소 ] ==========,,,===,===,==========[ 보건소 ] ==========,,,===,===,==========[ 보건소 ] ==========,,,===,===
검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0
검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0
검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0
검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0
검색어 :  보건소 개수 :  2,,,  2,  2,검색어 :  보건소 개수 :  2,,,  2,  2,검색어 :  보건소 개수 :  3,,,  3,  3
검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  2,,,  2,  2
검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  10,,, 10, 10,검색어 :  보건소 개수 :  10,,, 10, 10
검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0
검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0
검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  0,,,  0,  0,검색어 :  보건소 개수 :  7,,,  7,  7
==========[ 주민센터 ] ==========,,,===,===,==========[ 주민센터 ] ==========,,,===,===,==========[ 주민센터 ] ==========,,,===,===
검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  8,,,  8,  8
검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  2,,,  2,  2
검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0
검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0
검색어 :  주민센터 개수 :  3,,,  3,  3,검색어 :  주민센터 개수 :  4,,,  4,  4,검색어 :  주민센터 개수 :  5,,,  5,  5
검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  3,,,  3,  3
검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  5,,,  5,  5,검색어 :  주민센터 개수 :  14,,, 14, 14
검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0
검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  0,,,  0,  0
검색어 :  주민센터 개수 :  0,,,  0,  0,검색어 :  주민센터 개수 :  1,,,  1,  1,검색어 :  주민센터 개수 :  10,,, 10, 10
==========[ 도서관 ] ==========,,,===,===,==========[ 도서관 ] ==========,,,===,===,==========[ 도서관 ] ==========,,,===,===
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  10,,, 10, 10
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  2,,,  2,  2,검색어 :  도서관 개수 :  8,,,  8,  8
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  5,,,  5,  5
검색어 :  도서관 개수 :  3,,,  3,  3,검색어 :  도서관 개수 :  8,,,  8,  8,검색어 :  도서관 개수 :  20,,, 20, 20
검색어 :  도서관 개수 :  5,,,  5,  5,검색어 :  도서관 개수 :  9,,,  9,  9,검색어 :  도서관 개수 :  28,,, 28, 28
검색어 :  도서관 개수 :  1,,,  1,  1,검색어 :  도서관 개수 :  7,,,  7,  7,검색어 :  도서관 개수 :  33,,, 33, 33
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  5,,,  5,  5
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  2,,,  2,  2
검색어 :  도서관 개수 :  0,,,  0,  0,검색어 :  도서관 개수 :  2,,,  2,  2,검색어 :  도서관 개수 :  20,,, 20, 20
==========[ 우체국 ] ==========,,,===,===,==========[ 우체국 ] ==========,,,===,===,==========[ 우체국 ] ==========,,,===,===
검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  7,,,  7,  7
검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  3,,,  3,  3,검색어 :  우체국 개수 :  4,,,  4,  4
검색어 :  우체국 개수 :  3,,,  3,  3,검색어 :  우체국 개수 :  3,,,  3,  3,검색어 :  우체국 개수 :  3,,,  3,  3
검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  2,,,  2,  2
검색어 :  우체국 개수 :  8,,,  8,  8,검색어 :  우체국 개수 :  11,,, 11, 11,검색어 :  우체국 개수 :  14,,, 14, 14
검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  2,,,  2,  2
검색어 :  우체국 개수 :  2,,,  2,  2,검색어 :  우체국 개수 :  2,,,  2,  2,검색어 :  우체국 개수 :  8,,,  8,  8
검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  2,,,  2,  2
검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  0,,,  0,  0,검색어 :  우체국 개수 :  1,,,  1,  1
검색어 :  우체국 개수 :  1,,,  1,  1,검색어 :  우체국 개수 :  3,,,  3,  3,검색어 :  우체국 개수 :  8,,,  8,  8
==========[ 공원 ] ==========,,,===,===,==========[ 공원 ] ==========,,,===,===,==========[ 공원 ] ==========,,,===,===
검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  3,,,  3,  3,검색어 :  공원 개수 :  28,,, 28, 28
검색어 :  공원 개수 :  10,,, 10, 10,검색어 :  공원 개수 :  15,,, 15, 15,검색어 :  공원 개수 :  32,,, 32, 32
검색어 :  공원 개수 :  14,,, 14, 14,검색어 :  공원 개수 :  17,,, 17, 17,검색어 :  공원 개수 :  28,,, 28, 28
검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  3,,,  3,  3,검색어 :  공원 개수 :  35,,, 35, 35
검색어 :  공원 개수 :  25,,, 25, 25,검색어 :  공원 개수 :  65,,, 65, 65,검색어 :  공원 개수 :  110,,,110,110
검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  3,,,  3,  3,검색어 :  공원 개수 :  48,,, 48, 48
검색어 :  공원 개수 :  0,,,  0,  0,검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  31,,, 31, 31
검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  3,,,  3,  3,검색어 :  공원 개수 :  35,,, 35, 35
검색어 :  공원 개수 :  0,,,  0,  0,검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  5,,,  5,  5
검색어 :  공원 개수 :  3,,,  3,  3,검색어 :  공원 개수 :  5,,,  5,  5,검색어 :  공원 개수 :  61,,, 61, 61
==========[ 식당 ] ==========,,,===,===,==========[ 식당 ] ==========,,,===,===,==========[ 식당 ] ==========,,,===,===
검색어 :  식당 개수 :  22,,, 22, 22,검색어 :  식당 개수 :  30,,, 30, 30,검색어 :  식당 개수 :  1335,,,335,335
검색어 :  식당 개수 :  23,,, 23, 23,검색어 :  식당 개수 :  78,,, 78, 78,검색어 :  식당 개수 :  927,,,927,927
검색어 :  식당 개수 :  37,,, 37, 37,검색어 :  식당 개수 :  77,,, 77, 77,검색어 :  식당 개수 :  191,,,191,191
검색어 :  식당 개수 :  20,,, 20, 20,검색어 :  식당 개수 :  44,,, 44, 44,검색어 :  식당 개수 :  329,,,329,329
검색어 :  식당 개수 :  533,,,533,533,검색어 :  식당 개수 :  739,,,739,739,검색어 :  식당 개수 :  1703,,,703,703
검색어 :  식당 개수 :  23,,, 23, 23,검색어 :  식당 개수 :  106,,,106,106,검색어 :  식당 개수 :  670,,,670,670
검색어 :  식당 개수 :  144,,,144,144,검색어 :  식당 개수 :  302,,,302,302,검색어 :  식당 개수 :  1330,,,330,330
검색어 :  식당 개수 :  20,,, 20, 20,검색어 :  식당 개수 :  44,,, 44, 44,검색어 :  식당 개수 :  329,,,329,329
검색어 :  식당 개수 :  10,,, 10, 10,검색어 :  식당 개수 :  21,,, 21, 21,검색어 :  식당 개수 :  87,,, 87, 87
검색어 :  식당 개수 :  143,,,143,143,검색어 :  식당 개수 :  342,,,342,342,검색어 :  식당 개수 :  1357,,,357,357
==========[ 커피숍 ] ==========,,,===,===,==========[ 커피숍 ] ==========,,,===,===,==========[ 커피숍 ] ==========,,,===,===
검색어 :  커피숍 개수 :  2,,,  2,  2,검색어 :  커피숍 개수 :  2,,,  2,  2,검색어 :  커피숍 개수 :  64,,, 64, 64
검색어 :  커피숍 개수 :  2,,,  2,  2,검색어 :  커피숍 개수 :  4,,,  4,  4,검색어 :  커피숍 개수 :  32,,, 32, 32
검색어 :  커피숍 개수 :  2,,,  2,  2,검색어 :  커피숍 개수 :  3,,,  3,  3,검색어 :  커피숍 개수 :  9,,,  9,  9
검색어 :  커피숍 개수 :  0,,,  0,  0,검색어 :  커피숍 개수 :  0,,,  0,  0,검색어 :  커피숍 개수 :  19,,, 19, 19
검색어 :  커피숍 개수 :  23,,, 23, 23,검색어 :  커피숍 개수 :  33,,, 33, 33,검색어 :  커피숍 개수 :  77,,, 77, 77
검색어 :  커피숍 개수 :  4,,,  4,  4,검색어 :  커피숍 개수 :  9,,,  9,  9,검색어 :  커피숍 개수 :  45,,, 45, 45
검색어 :  커피숍 개수 :  12,,, 12, 12,검색어 :  커피숍 개수 :  20,,, 20, 20,검색어 :  커피숍 개수 :  67,,, 67, 67
검색어 :  커피숍 개수 :  0,,,  0,  0,검색어 :  커피숍 개수 :  0,,,  0,  0,검색어 :  커피숍 개수 :  19,,, 19, 19
검색어 :  커피숍 개수 :  0,,,  0,  0,검색어 :  커피숍 개수 :  0,,,  0,  0,검색어 :  커피숍 개수 :  2,,,  2,  2
검색어 :  커피숍 개수 :  7,,,  7,  7,검색어 :  커피숍 개수 :  17,,, 17, 17,검색어 :  커피숍 개수 :  95,,, 95, 95
==========[ 병원 ] ==========,,,===,===,==========[ 병원 ] ==========,,,===,===,==========[ 병원 ] ==========,,,===,===
검색어 :  병원 개수 :  0,,,  0,  0,검색어 :  병원 개수 :  0,,,  0,  0,검색어 :  병원 개수 :  139,,,139,139
검색어 :  병원 개수 :  1,,,  1,  1,검색어 :  병원 개수 :  16,,, 16, 16,검색어 :  병원 개수 :  95,,, 95, 95
검색어 :  병원 개수 :  0,,,  0,  0,검색어 :  병원 개수 :  0,,,  0,  0,검색어 :  병원 개수 :  1,,,  1,  1
검색어 :  병원 개수 :  0,,,  0,  0,검색어 :  병원 개수 :  0,,,  0,  0,검색어 :  병원 개수 :  31,,, 31, 31
검색어 :  병원 개수 :  85,,, 85, 85,검색어 :  병원 개수 :  100,,,100,100,검색어 :  병원 개수 :  135,,,135,135
검색어 :  병원 개수 :  6,,,  6,  6,검색어 :  병원 개수 :  14,,, 14, 14,검색어 :  병원 개수 :  107,,,107,107
검색어 :  병원 개수 :  7,,,  7,  7,검색어 :  병원 개수 :  16,,, 16, 16,검색어 :  병원 개수 :  145,,,145,145
검색어 :  병원 개수 :  0,,,  0,  0,검색어 :  병원 개수 :  0,,,  0,  0,검색어 :  병원 개수 :  31,,, 31, 31
검색어 :  병원 개수 :  0,,,  0,  0,검색어 :  병원 개수 :  0,,,  0,  0,검색어 :  병원 개수 :  3,,,  3,  3
검색어 :  병원 개수 :  32,,, 32, 32,검색어 :  병원 개수 :  59,,, 59, 59,검색어 :  병원 개수 :  178,,,178,178
==========[ 약국 ] ==========,,,===,===,==========[ 약국 ] ==========,,,===,===,==========[ 약국 ] ==========,,,===,===
검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  41,,, 41, 41
검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  2,,,  2,  2,검색어 :  약국 개수 :  23,,, 23, 23
검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  0,,,  0,  0
검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  6,,,  6,  6
검색어 :  약국 개수 :  21,,, 21, 21,검색어 :  약국 개수 :  28,,, 28, 28,검색어 :  약국 개수 :  37,,, 37, 37
검색어 :  약국 개수 :  2,,,  2,  2,검색어 :  약국 개수 :  5,,,  5,  5,검색어 :  약국 개수 :  23,,, 23, 23
검색어 :  약국 개수 :  1,,,  1,  1,검색어 :  약국 개수 :  7,,,  7,  7,검색어 :  약국 개수 :  52,,, 52, 52
검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  6,,,  6,  6
검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  0,,,  0,  0,검색어 :  약국 개수 :  0,,,  0,  0
검색어 :  약국 개수 :  10,,, 10, 10,검색어 :  약국 개수 :  20,,, 20, 20,검색어 :  약국 개수 :  57,,, 57, 57
==========[ 공원 ] ==========,,,===,===,==========[ 공원 ] ==========,,,===,===,==========[ 공원 ] ==========,,,===,===
검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  3,,,  3,  3,검색어 :  공원 개수 :  28,,, 28, 28
검색어 :  공원 개수 :  10,,, 10, 10,검색어 :  공원 개수 :  15,,, 15, 15,검색어 :  공원 개수 :  32,,, 32, 32
검색어 :  공원 개수 :  14,,, 14, 14,검색어 :  공원 개수 :  17,,, 17, 17,검색어 :  공원 개수 :  28,,, 28, 28
검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  3,,,  3,  3,검색어 :  공원 개수 :  35,,, 35, 35
검색어 :  공원 개수 :  25,,, 25, 25,검색어 :  공원 개수 :  65,,, 65, 65,검색어 :  공원 개수 :  110,,,110,110
검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  3,,,  3,  3,검색어 :  공원 개수 :  48,,, 48, 48
검색어 :  공원 개수 :  0,,,  0,  0,검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  31,,, 31, 31
검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  3,,,  3,  3,검색어 :  공원 개수 :  35,,, 35, 35
검색어 :  공원 개수 :  0,,,  0,  0,검색어 :  공원 개수 :  2,,,  2,  2,검색어 :  공원 개수 :  5,,,  5,  5
검색어 :  공원 개수 :  3,,,  3,  3,검색어 :  공원 개수 :  5,,,  5,  5,검색어 :  공원 개수 :  61,,, 61, 61
